review/profileName,review/time,review/overall,review/taste,review/palate,review/appearance,beer/name,beer/style,beer/beerId
rudolf,1089072000,14/20,7/10,3/5,3/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
haddon90,1079222400,12/20,6/10,3/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
Lubiere,1078617600,12/20,6/10,3/5,3/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
mrkimchee,1071878400,14/20,7/10,4/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
CapFlu,1071100800,13/20,7/10,3/5,3/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
MartinT,1071100800,14/20,7/10,3/5,3/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
Radek Kliber,1070841600,15/20,8/10,4/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
frylock,1070668800,14/20,7/10,4/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
jerc,1070668800,10/20,5/10,3/5,3/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
DougShoemaker,1070150400,14/20,7/10,4/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
slushy,1064966400,14/20,7/10,4/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
IPFreely,1061424000,14/20,7/10,4/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
DaSilky1,1059782400,14/20,6/10,3/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
Oakes,1044662400,14/20,7/10,3/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
dankfor20,1025136000,17/20,8/10,5/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
Drinkingdan,1014854400,16/20,8/10,3/5,4/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
daboskabouter,1013299200,9/20,5/10,2/5,3/5,Flying Bison Blackbird Oatmeal Stout,Sweet Stout,12183
czar,1324684800,10/20,7/10,1/5,3/5,Landmark Imperial Brown Ale,Brown Ale,139231
BlackIPA,1317427200,15/20,5/10,4/5,4/5,Landmark Imperial Brown Ale,Brown Ale,139231
williamstome,1297987200,14/20,6/10,3/5,3/5,Landmark Imperial Brown Ale,Brown Ale,139231
Sammy,1250380800,8/20,2/10,2/5,4/5,Flying Bison Brewfest Bitter (Hammered Copper),Bitter,108360
swoopjones,1249862400,13/20,5/10,3/5,3/5,Flying Bison Brewfest Bitter (Hammered Copper),Bitter,108360
rob6239,1312243200,10/20,5/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
JB84,1307404800,13/20,6/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
cfrancis,1302566400,14/20,6/10,3/5,2/5,Flying Bison Rusty Chain,Amber Ale,97330
JoeMcPhee,1301788800,13/20,6/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
pete4999,1292976000,12/20,7/10,3/5,4/5,Flying Bison Rusty Chain,Amber Ale,97330
Leighton,1281571200,14/20,6/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
rudolf,1279324800,10/20,4/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
mabel,1268006400,12/20,6/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
jerc,1260144000,8/20,4/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
garthicus,1259884800,12/20,4/10,2/5,2/5,Flying Bison Rusty Chain,Amber Ale,97330
Lubiere,1257465600,11/20,6/10,2/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
PilsnerPeter,1253059200,9/20,4/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
Rciesla,1253059200,11/20,5/10,3/5,5/5,Flying Bison Rusty Chain,Amber Ale,97330
zach8270,1249516800,12/20,6/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
blipp,1238025600,13/20,6/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
Radek Kliber,1233014400,12/20,6/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
Sammy,1232841600,13/20,5/10,4/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
swoopjones,1230595200,13/20,7/10,3/5,3/5,Flying Bison Rusty Chain,Amber Ale,97330
Dickinsonbeer,1264291200,10/20,5/10,2/5,3/5,Flying Bison Aviator Flanders Red,Sour Ale/Wild Ale,107949
malrubius,1251417600,12/20,6/10,4/5,3/5,Flying Bison Aviator Flanders Red,Sour Ale/Wild Ale,107949
PilsnerPeter,1249603200,12/20,6/10,3/5,4/5,Flying Bison Aviator Flanders Red,Sour Ale/Wild Ale,107949
beastiefan2k,1249603200,14/20,7/10,3/5,3/5,Flying Bison Aviator Flanders Red,Sour Ale/Wild Ale,107949
egajdzis,1249430400,12/20,6/10,3/5,3/5,Flying Bison Aviator Flanders Red,Sour Ale/Wild Ale,107949
swoopjones,1249257600,11/20,5/10,2/5,3/5,Flying Bison Aviator Flanders Red,Sour Ale/Wild Ale,107949
beerbill,1302566400,13/20,7/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
deyholla,1300492800,10/20,5/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Boliv,1300060800,12/20,5/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
tgncc,1297296000,10/20,5/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Photog,1296000000,13/20,6/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
rampmaster,1280448000,15/20,8/10,4/5,4/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
blklab2007,1279065600,9/20,5/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
williamherbert,1273536000,13/20,6/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Leighton,1270080000,9/20,3/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
jjrice997,1269993600,1/20,1/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
williamstome,1266105600,9/20,4/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
zdk,1259020800,14/20,5/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
blkitson,1257206400,13/20,5/10,4/5,4/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Sammy,1256515200,8/20,4/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Dickinsonbeer,1245196800,9/20,4/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Beerman125,1240099200,13/20,6/10,4/5,4/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Maverick34,1235692800,13/20,6/10,4/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
blipp,1232841600,11/20,6/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
JoeMcPhee,1230940800,13/20,6/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
puzzl,1230854400,11/20,7/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Rciesla,1230681600,11/20,5/10,3/5,5/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
probstk,1223337600,10/20,5/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
kmweaver,1218153600,9/20,6/10,3/5,4/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Russo,1216684800,13/20,7/10,4/5,4/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
DocLock,1209686400,13/20,6/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
hopdog,1203638400,12/20,6/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
egajdzis,1203552000,9/20,5/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Ron,1202601600,8/20,5/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
rustbucket0873,1202256000,6/20,4/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
emobassfoo,1186704000,7/20,4/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
muzzlehatch,1183939200,8/20,4/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Lubiere,1183507200,12/20,6/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
PilsnerPeter,1180396800,11/20,5/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
zach8270,1174694400,10/20,5/10,2/5,4/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
BuffaloBrewed,1174608000,9/20,5/10,1/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
Grandpa,1174521600,15/20,7/10,4/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
MarkBarnes,1173139200,10/20,4/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
frylock,1171324800,8/20,4/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
microhead1,1170288000,15/20,8/10,3/5,4/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
ABUSEDGOAT,1169596800,10/20,5/10,2/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
JahNoth,1169164800,7/20,4/10,2/5,4/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
rudolf,1168819200,7/20,3/10,3/5,3/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
iguenard,1166313600,10/20,5/10,3/5,4/5,Landmark Vanilla Bean Brown Ale,Brown Ale,62981
swoopjones,1312243200,14/20,7/10,3/5,3/5,Flying Bison Extra Special Bison,Premium Bitter/ESB,149021
zach8270,1263254400,15/20,6/10,3/5,4/5,Flying Bison Porter,Porter,72546
rudolf,1178582400,14/20,7/10,3/5,4/5,Flying Bison Porter,Porter,72546
tupalev,1177977600,14/20,7/10,3/5,3/5,Flying Bison Porter,Porter,72546
blankboy,1177891200,12/20,6/10,2/5,3/5,Flying Bison Porter,Porter,72546
HogTownHarry,1177804800,12/20,6/10,3/5,3/5,Flying Bison Porter,Porter,72546
rudolf,1210118400,14/20,7/10,3/5,3/5,Flying Bison Mr. Goodbar University Dunkel,Dunkel,87148
Sammy,1209859200,16/20,6/10,4/5,4/5,Flying Bison Mr. Goodbar University Dunkel,Dunkel,87148
blipp,1261612800,9/20,4/10,2/5,3/5,Landmark Sunrise Amber,Amber Ale,91831
williamherbert,1249257600,14/20,6/10,4/5,4/5,Landmark Sunrise Amber,Amber Ale,91831
zach8270,1227744000,12/20,6/10,3/5,3/5,Landmark Sunrise Amber,Amber Ale,91831
JahNoth,1222992000,16/20,8/10,4/5,4/5,Landmark Sunrise Amber,Amber Ale,91831
Sammy,1221004800,12/20,5/10,4/5,3/5,Landmark Sunrise Amber,Amber Ale,91831
WeeHeavySD,1218931200,13/20,6/10,3/5,4/5,Landmark Sunrise Amber,Amber Ale,91831
CUJO,1253232000,13/20,4/10,3/5,3/5,Flying Bison Pizza Plant Inferno Pod Ale,India Pale Ale (IPA),95524
Rciesla,1253059200,13/20,6/10,3/5,5/5,Flying Bison Pizza Plant Inferno Pod Ale,India Pale Ale (IPA),95524
blipp,1241913600,14/20,7/10,4/5,3/5,Flying Bison Pizza Plant Inferno Pod Ale,India Pale Ale (IPA),95524
PilsnerPeter,1235952000,13/20,7/10,3/5,3/5,Flying Bison Pizza Plant Inferno Pod Ale,India Pale Ale (IPA),95524
swoopjones,1226966400,15/20,7/10,4/5,3/5,Flying Bison Pizza Plant Inferno Pod Ale,India Pale Ale (IPA),95524
hopson,1223856000,14/20,7/10,3/5,3/5,Flying Bison Pizza Plant Inferno Pod Ale,India Pale Ale (IPA),95524
swoopjones,1307404800,14/20,7/10,3/5,3/5,Flying Bison 11th Anniversary Pale Ale,American Pale Ale,146597
swoopjones,1243382400,13/20,7/10,3/5,3/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
blipp,1212019200,13/20,6/10,3/5,3/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
MrBeer,1180656000,16/20,8/10,4/5,4/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
beerlord,1174694400,18/20,8/10,4/5,5/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
Sammy,1173571200,8/20,4/10,2/5,3/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
BuffaloBrewed,1164326400,14/20,7/10,4/5,4/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
Dickinsonbeer,1153785600,13/20,6/10,3/5,4/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
ClarkVV,1147132800,13/20,7/10,3/5,4/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
spkldhenlvr24,1146960000,14/20,7/10,3/5,3/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
blankboy,1146268800,12/20,6/10,3/5,3/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
HogTownHarry,1146182400,14/20,7/10,3/5,3/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
rudolf,1089072000,15/20,7/10,3/5,3/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
DYCSoccer17,1085270400,13/20,7/10,4/5,3/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
frylock,1082160000,15/20,7/10,3/5,3/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
IPFreely,1056758400,14/20,7/10,4/5,3/5,Flying Bison Barrel Roll Bock,Heller Bock,24030
rudolf,1183161600,16/20,7/10,4/5,4/5,Flying Bison Kleinebock,Dunkler Bock,75004
Nekronos,1185408000,11/20,7/10,3/5,3/5,Exquitln Sidra Soberana Rosa,Cider,68098
Nekronos,1187827200,15/20,7/10,4/5,4/5,Exquitln Sidra Avinyonet,Cider,57761
hugoa,1195603200,20/20,10/10,5/5,4/5,Exquitln Sidra Soberana Extra,Cider,57762
Nekronos,1187913600,14/20,6/10,3/5,3/5,Exquitln Sidra Soberana Extra,Cider,57762
Ungstrup,1292457600,15/20,8/10,4/5,3/5,Impeke Sorghum Beer,Traditional Ale,66483
yespr,1292457600,14/20,7/10,3/5,3/5,Impeke Sorghum Beer,Traditional Ale,66483
sunevdj,1292371200,16/20,8/10,4/5,2/5,Impeke Sorghum Beer,Traditional Ale,66483
ClarkVV,1163116800,17/20,9/10,5/5,5/5,Impeke Sorghum Beer,Traditional Ale,66483
Brandman,1305763200,13/20,7/10,3/5,4/5,Hartolan Sahti,Traditional Ale,42711
rosenbergh,1305244800,14/20,8/10,4/5,3/5,Hartolan Sahti,Traditional Ale,42711
mirjukka,1244937600,14/20,8/10,4/5,4/5,Hartolan Sahti,Traditional Ale,42711
mjs,1242345600,14/20,8/10,3/5,3/5,Hartolan Sahti,Traditional Ale,42711
oh6gdx,1242172800,16/20,8/10,4/5,4/5,Hartolan Sahti,Traditional Ale,42711
TBone,1211328000,14/20,7/10,3/5,4/5,Hartolan Sahti,Traditional Ale,42711
FatPhil,1181433600,13/20,8/10,4/5,4/5,Hartolan Sahti,Traditional Ale,42711
spporras,1148688000,14/20,7/10,4/5,3/5,Hartolan Sahti,Traditional Ale,42711
sayravai,1115856000,13/20,7/10,3/5,3/5,Hartolan Sahti,Traditional Ale,42711
MesandSim,1246752000,16/20,8/10,4/5,4/5,Sharps Spring Mild,Mild Ale,100819
fonefan,1244678400,11/20,6/10,3/5,3/5,Sharps Spring Mild,Mild Ale,100819
DruncanVeasey,1240963200,12/20,6/10,3/5,3/5,Sharps Spring Mild,Mild Ale,100819
DonMagi,1240617600,12/20,6/10,3/5,3/5,Sharps Spring Mild,Mild Ale,100819
downender,1237334400,12/20,6/10,3/5,4/5,Sharps Spring Mild,Mild Ale,100819
iammadeofjelly,1149033600,11/20,4/10,5/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Nekronos,1145664000,12/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
johndoughty,1125273600,13/20,8/10,5/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
DanielBrown,1093219200,12/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
johninmelb,1089417600,9/20,5/10,2/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Poodu99,1017878400,18/20,8/10,4/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
Harlow99,999993600,19/20,9/10,5/5,5/5,Sharps Doom Bar (Bottle),Bitter,8575
Benzai,1326326400,11/20,6/10,2/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
superflyguy,1325894400,11/20,6/10,2/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
probstk,1325462400,7/20,4/10,2/5,2/5,Sharps Doom Bar (Bottle),Bitter,8575
ads135,1320969600,15/20,8/10,4/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
Scottrf,1320105600,8/20,3/10,2/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
ALLOVATE,1318464000,10/20,4/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
sm89walt,1318204800,10/20,5/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
goozen,1317254400,12/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Lubiere,1316822400,10/20,5/10,2/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
AleManTom,1313798400,13/20,7/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
HeistAlmighty,1311379200,12/20,6/10,2/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
JRHBrew,1301702400,13/20,7/10,3/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
Egg4Goff,1297555200,9/20,5/10,2/5,2/5,Sharps Doom Bar (Bottle),Bitter,8575
tommann,1296086400,13/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Grima,1292889600,8/20,5/10,3/5,2/5,Sharps Doom Bar (Bottle),Bitter,8575
markas101,1284595200,13/20,7/10,4/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
GRM,1284076800,12/20,5/10,2/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
PJClarke,1283731200,11/20,6/10,4/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
LordCorkscrew,1276819200,11/20,5/10,2/5,2/5,Sharps Doom Bar (Bottle),Bitter,8575
onlyrocknroll,1275436800,15/20,8/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
bluevegie,1273622400,10/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Keggoogles,1272067200,14/20,7/10,3/5,5/5,Sharps Doom Bar (Bottle),Bitter,8575
gam,1270944000,7/20,5/10,2/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
oh6gdx,1270771200,12/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
oldrtybastrd,1269734400,12/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
fonefan,1267488000,13/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
AaronBouchard,1262995200,11/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
mconstant,1259366400,13/20,7/10,4/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
joe19612,1258243200,14/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
delnoche,1255392000,14/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Christian,1251936000,8/20,4/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
faroeviking,1251936000,11/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Pinball,1251158400,12/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
yespr,1251158400,12/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
MoritzF,1250553600,13/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
weaselkenievil,1244764800,11/20,5/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
mabel,1239580800,8/20,5/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
jerc,1231372800,10/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
SkyCop32,1229817600,12/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Quack-Duck,1220227200,13/20,7/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
thewolf,1219708800,13/20,7/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
CQC,1218931200,11/20,5/10,2/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
SHIG,1215993600,13/20,7/10,3/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
downender,1211587200,12/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
shrubber85,1209686400,14/20,7/10,4/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
mullet2007,1202428800,15/20,7/10,3/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
Maria,1199145600,12/20,7/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
JoeMcPhee,1199059200,13/20,7/10,3/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
Skinnyviking,1197417600,12/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Ungstrup,1196899200,11/20,6/10,2/5,2/5,Sharps Doom Bar (Bottle),Bitter,8575
OKBeer,1194393600,11/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
ThomasE,1192752000,10/20,5/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
EHSRanders,1190764800,13/20,7/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Emil,1186358400,10/20,4/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Grovlam,1186358400,11/20,5/10,2/5,2/5,Sharps Doom Bar (Bottle),Bitter,8575
joergen,1186185600,10/20,5/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
Papsoe,1183766400,10/20,5/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
harrisoni,1172448000,12/20,5/10,2/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
beermouth,1171584000,15/20,7/10,3/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
StueyD,1168387200,14/20,7/10,4/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
KnutAlbert,1165276800,14/20,7/10,4/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
chmurarz,1164758400,13/20,7/10,4/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
imdownthepub,1159920000,11/20,6/10,3/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
hughie,1157414400,10/20,4/10,3/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
RichardGretton,1156723200,15/20,7/10,4/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
scotty,1156550400,12/20,4/10,2/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
berkshirejohn,1155600000,15/20,5/10,3/5,5/5,Sharps Doom Bar (Bottle),Bitter,8575
dj,1155600000,14/20,7/10,3/5,4/5,Sharps Doom Bar (Bottle),Bitter,8575
Fin,1155513600,11/20,6/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
DruncanVeasey,1155340800,10/20,4/10,3/5,3/5,Sharps Doom Bar (Bottle),Bitter,8575
planky84,1314748800,14/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
bhensonb,1306022400,15/20,5/10,4/5,4/5,Sharps Single Brew Reserve,Bitter,85097
andreag84,1302307200,14/20,6/10,4/5,3/5,Sharps Single Brew Reserve,Bitter,85097
fonefan,1301875200,14/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
ALLOVATE,1292025600,15/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
bluevegie,1287878400,12/20,6/10,3/5,2/5,Sharps Single Brew Reserve,Bitter,85097
RichardGretton,1278633600,13/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
Coxy,1277942400,15/20,7/10,4/5,3/5,Sharps Single Brew Reserve,Bitter,85097
joe19612,1276992000,17/20,8/10,4/5,3/5,Sharps Single Brew Reserve,Bitter,85097
madmitch76,1263081600,12/20,7/10,4/5,4/5,Sharps Single Brew Reserve,Bitter,85097
Rune,1250035200,13/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
Quack-Duck,1248393600,12/20,8/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
Christian,1247270400,13/20,6/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
Dorqui,1245888000,12/20,7/10,3/5,4/5,Sharps Single Brew Reserve,Bitter,85097
Ungstrup,1243814400,12/20,6/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
Fin,1241395200,11/20,6/10,3/5,4/5,Sharps Single Brew Reserve,Bitter,85097
mabel,1230940800,14/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
PJClarke,1227139200,14/20,8/10,3/5,4/5,Sharps Single Brew Reserve,Bitter,85097
Wombler,1223337600,15/20,7/10,4/5,3/5,Sharps Single Brew Reserve,Bitter,85097
jerc,1222732800,13/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
KimJohansen,1220918400,13/20,6/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
johndoughty,1220140800,14/20,8/10,4/5,5/5,Sharps Single Brew Reserve,Bitter,85097
leaparsons,1218758400,12/20,5/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
wyzzywyz22,1218412800,14/20,8/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
DSG,1218240000,13/20,6/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
Papsoe,1216771200,14/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
thebeertourist,1216512000,13/20,7/10,3/5,4/5,Sharps Single Brew Reserve,Bitter,85097
TBone,1216512000,13/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
ogivlado,1215734400,10/20,4/10,2/5,3/5,Sharps Single Brew Reserve,Bitter,85097
oh6gdx,1215648000,13/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
Marko,1215648000,15/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
omhper,1215561600,10/20,6/10,2/5,3/5,Sharps Single Brew Reserve,Bitter,85097
cgarvieuk,1215388800,14/20,7/10,3/5,4/5,Sharps Single Brew Reserve,Bitter,85097
ekstedt,1215388800,12/20,6/10,3/5,4/5,Sharps Single Brew Reserve,Bitter,85097
yespr,1215302400,14/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
downender,1214697600,14/20,7/10,4/5,3/5,Sharps Single Brew Reserve,Bitter,85097
DonMagi,1211155200,14/20,7/10,4/5,4/5,Sharps Single Brew Reserve,Bitter,85097
Mungo,1210291200,15/20,7/10,4/5,3/5,Sharps Single Brew Reserve,Bitter,85097
MesandSim,1209513600,14/20,6/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
harrisoni,1209081600,16/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
