text,description,parent_asin,review_title,verified_purchase,rating,product_title,id
I gave this to my son and daughter-in-law. They love it!,"[""Digibuddha Christmas ornaments are beautiful, high quality gifts that become treasured keepsakes for years to come. Our ornaments make one-of-a-kind gifts to commemorate lifetime firsts and momentous occasions. Celebrate important events with a keepsake ornament this season such as an engagement ornament, first Christmas as newlyweds ornament, baby's first Christmas ornament, first home ornament, first year as a grandmom ornament, or even annual couples ornaments to add to your ornament collection year after year!"", 'ABOUT DIGIBUDDHA ORNAMENTS: Our ornaments are made using fine white porcelain (ceramic) with a flawless glossy glaze finish. Each original handmade ornament is permanently fused so the art becomes part of the ornament, NOT decals or stickers. Ready for gifting with the FREE included gift box!', 'LISTING INCLUDES:  3"" fine white porcelain ornament with flawless glaze finish  Beautiful original design as shown in sample  FREE hanging ribbon included (color shown in sample)  FREE white gift box with custom gift tag, Ready for gift giving!']",B01MRNX57E,So cute!,True,5.0,"Our First Christmas as Mr & Mrs Ornament Adorable Newlywed Love Birds Ceramic Keepsake Wedding Gift 1st Holiday Married Couple Present 3"" Flat Porcelain with White Ribbon & Free Gift Box OR00047",99582
"Love these earrings! They are really different, and I receive a lot of compliments on them.<br />Bought a second pair for my daughter!","['A fun novelty gift for caffeine addicts, our Coffee Bean Earrings are fun, lightweight and easy to wear. Coffee-drinkers will love these caffeine-powered earrings that let you wear your coffee all day long. Keep people buzzing about these unusual, creative, artistic earrings. Pair with a coffee mug or add these earrings to a coffee gift basket or coffee lovers gift set. Ear wires are hypoallergenic surgical steel.']",B0186REUAO,Five Stars,True,5.0,Handmade Coffee Earrings with Real Coffee Beans | Made With Love by Mothers & Women Artisans,5368
These floral wall decals were EXACTLY what I wanted for my baby girls nursery! My mom installed them & they took a little time but overall very easy to install. I love the quality & how they look! Beyond happy with this purchase!,"['► THE WALL MUST BE DRY, LIGHT, SMOOTH, CLEAN, AND FREE OF DUST. IT IS NOT SUITABLE FOR THE TOO MUCH TEXTURED WALLS Floral wall decal, peony bouquet flowers removable peel and stick wall sticker INCLUDES: ► 6 Separate cut out peonies ranging in approximate sizes of 24""/61cm to 15.7""/40cm to 14.9""/38cm ► 14 Separate leaves and leaf clusters ranging in approximate sizes of 12.5""/32cm to 10.2""/26cm to 8.6""/22cm ► Quick installation – Just peel and stick – you can easily re-position if needed. ► Cut from premium self-adhesive decal material specifically designed for home decor ► Matte finish ► Removable►We strongly recommend applying the decals 3 weeks after painting.Peel and stick wall decal material may not stick to textured, newly painted, painted with acrylic paint wall ►Green guard gold certified HP Latex print quality']",B07M7PFZXV,Exactly what I wanted!,True,5.0,"Murwall Floral Peonies Wall Decal, Peony Bouquet Flowers Removable Peel and Stick Wall Sticker",44482
Wow ! All I can say you guys are amazing so fast and I had a special request and I actually wasn’t expecting it and you guys did it :):):) love love definitely will be buying more !,"['Each tumbler is personalized using laser engraving machines to permanently etch your choice of text into the surface of the tumbler. Our tumblers are vacuum insulated stainless steel, so they keep drinks hot or cold for hours. Includes a straw and lid.']",B07V5P6WHK,Amazing!!,True,5.0,"Personalized Laser Engraved 22 oz Stainless Steel Tumbler with Custom Mama/Papa Bear and Cubs - Includes Straw and Lid - Bear, Mama, Papa, Cubs, Parent Gift, Mother's Day Gift, Father's Day Gift",51784
My daughter loved it!,"[""Digibuddha Christmas ornaments are beautiful, high quality gifts that become treasured keepsakes for years to come. Our ornaments make one-of-a-kind gifts to commemorate lifetime firsts and momentous occasions. Celebrate important events with a keepsake ornament this season such as an engagement ornament, first Christmas as newlyweds ornament, baby's first Christmas ornament, first home ornament, first year as a grandmom ornament, or even annual couples ornaments to add to your ornament collection year after year!"", 'ABOUT DIGIBUDDHA ORNAMENTS: Our ornaments are made using fine white porcelain (ceramic) with a flawless glossy glaze finish. Each original handmade ornament is permanently fused so the art becomes part of the ornament, NOT decals or stickers. Ready for gifting with the FREE included gift box!', 'LISTING INCLUDES:  3"" fine white porcelain ornament with flawless glaze finish  Beautiful original design as shown in sample  FREE hanging ribbon included (color shown in sample)  FREE white gift box with custom gift tag, Ready for gift giving!']",B01MRNX57E,Five Stars,True,5.0,"Our First Christmas as Mr & Mrs Ornament Adorable Newlywed Love Birds Ceramic Keepsake Wedding Gift 1st Holiday Married Couple Present 3"" Flat Porcelain with White Ribbon & Free Gift Box OR00047",99580
For all zebra lovers!,"['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",B016NI7ARI,Five Stars,True,5.0,"Zebra With Butterflies Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",3553
"I received two of these rings as a gift, with my husband and daughters names. I purchased a thirs for my second daughter when she was born. I have them in 3 different colors, the dark brown, gold and silver. They are beautiful and simple and easy to read. I wish the ink in the letters was permanent, it's gone after only a few weeks of wear which only make them a little less readable.","['New to our product line are these nice Stainless Steel Stackable Name Rings, they are available in Matte, Shiny, Rose Gold, Gold and Coffee colors Stainless Steel. Each ring is personalized with your choice of wording and/or dates. The rings are made of Stainless Steel that will not fade, tarnish or stain your skin. Rose Gold, Gold and Coffee colors are plated over Stainless Steel. Each ring is 3mm wide, the perfect width for stacking! **LISTING IS FOR 1 RING** ( Picture shows five individual rings which are sold separately) Change Quantity to desired number of rings and add to cart separately ****INSIDE ENGRAVING NOT AVAILABLE FOR THIS RING**** ------------ORDERING INSTRUCTIONS--------------- 1. Select Quantity 2. Select Color3. Select Size 4. Enter personalization (35 characters max.) **Please note: Paint in rings is not permanent and will come out over time, length will vary depending on wear of ring. This can easily be repainted at any time using a paint marker and wiping excess with alcohol. Unfortunately, there is not a way to make it permanent in stainless steel, however the engraving (stamping) will always be there**']",B015YI5I40,"Beautiful gift, perfect for kids names or pet names",True,4.0,"Personalized Stackable Name Ring - Stacking Rings - Matte, Shiny, Rose Gold, Gold and Coffee Colors - 3mm Width",1377
This arrangement was not easy to achieve but turned out beautiful! It wasn’t too difficult to reposition 1-2 times during application.,"['► THE WALL MUST BE DRY, LIGHT, SMOOTH, CLEAN, AND FREE OF DUST. IT IS NOT SUITABLE FOR THE TOO MUCH TEXTURED WALLS Floral wall decal, peony bouquet flowers removable peel and stick wall sticker INCLUDES: ► 6 Separate cut out peonies ranging in approximate sizes of 24""/61cm to 15.7""/40cm to 14.9""/38cm ► 14 Separate leaves and leaf clusters ranging in approximate sizes of 12.5""/32cm to 10.2""/26cm to 8.6""/22cm ► Quick installation – Just peel and stick – you can easily re-position if needed. ► Cut from premium self-adhesive decal material specifically designed for home decor ► Matte finish ► Removable►We strongly recommend applying the decals 3 weeks after painting.Peel and stick wall decal material may not stick to textured, newly painted, painted with acrylic paint wall ►Green guard gold certified HP Latex print quality']",B07M7PFZXV,So beautiful,True,5.0,"Murwall Floral Peonies Wall Decal, Peony Bouquet Flowers Removable Peel and Stick Wall Sticker",44581
"Love them, just like the movie but they’re very delicate. I don’t know what I was expecting but I was surprised they’re that fragile. I love them but I’m afraid they might brake..","['These delightful little Doves are the ONLY AUTHENTIC REPLICAS OF THOSE IN THE HOME ALONE 2 MOVIE and come with a CERTIFICATE OF AUTHENTICITY and GIFT NOTE in an attractive JEWELRY STYLE GIFT BOX. Each bears the name of the artist and the copyright notice. They are approximately three inches in wingspan and two inches from beak tip to tail, the EXACT SIZE of those in the movie. A SILVERED CORD is INCLUDED but not attached. They are molded from ‘PELLUCIDA,’ our proprietary compound of resins that looks like porcelain, but unlike porcelain is very strong. They look so delicate and are as light as a feather, but they can withstand being dropped on the floor and other types of abuse. To appreciate the exquisite sculpting of these little birds, hold them up to a light. PLEASE NOTE: FOR RETURNS, SHIPPING TO YOU MAY NOT BE NOT INCLUDED']",B077ZFRZCK,Just like the movie!,True,4.0,HOME ALONE 2 DOVES PAIR AUTHENTIC REPLICAS USA made direct from John Perry who created them for the movie,31121
Awesome love the item,"[""Eagles are a symbol of strength and heritage, so the bracelet captures the meaning and importance of birds in every culture. It is an excellent choice for Harley riders with its durable constructions and magnetic clasp. The Alaskan hematite completes the strength properties of this bracelet by absorbing negative energy and is said to have a calming effect. This bracelet is a great gift choice for almost any occasion. This bracelet combines the eagle's power with hematite to absorb negative energy. Choose from brown, black, or a combo (one of each).""]",B01I2E4ZDS,Five Stars,True,5.0,Eagle Wing Feather Wire Wrapped Vintage Genuine Leather 3 Strand Unisex Bracelet Magnetic Clasp Hematite Riders Wristband by Ezina Designs (Black and Silver),12783
Nice - looks good.,"['YOU HAVE EARNED YOUR SIGNETThis is the way.  This is an industrial, exterior grade vinyl decal sticker.  Measuring approx. 3"" inches x 5.5 "" inches  Hand-crafted by a professional sign company *This item will be shipped as first class mail and WILL NOT receive tracking* per the Amazon Selller Requirements. * small items that cost less than $10 and  are shipped in USPS Standard Mail envelopes or First Class Mail envelopes, it will not be included in the Valid Tracking Rate (VTR) metric calculation. If you are interested  in tracking for your shipment there\'s an additional $3.00 fee,  please contact me prior to your purchase.']",B083D6TS21,Nice.  Looks good.,True,5.0,Bounty Hunter Star Mandalorian Logo Mudhorn Signet Mud Horn White Vinyl Decal,56348
"Doesn’t peel off, a little difficult to get centered but overall great buy","['Designed for covering led lightbar on your PS4 controller. Decals will not damage the controller in any way. PS4 lightbar decals helps lower the LED brightness and will not affect gameplay! 5-7 year high quality indoor/outdoor vinyl Precision die-cut decal with no background, not a cheap sticker. No ink, will not fade or run. Waterproof, self-adhesive, and removable Can be applied to any smooth surface. Clear application tape is used for easy and accurate placement. All decals are shipped masked and ready for application. *Controller not included*']",B0721LRYWZ,Good,True,5.0,2x Custom Decal for a Ps4 PlayStation Controller Lightbar Your Name 4 Text LED Personalized LIGHT BAR Font gamertag gamer tag,23093
makes it easier to find you cup,"['Split Letter Decal with custom name in middle in font shown in picture to fit a YETI RAMBLER 20 or 30oz or any other coffee mug or stainless steel tumbler such as Ozark, RTIC, or Boss! 5-7 year high quality indoor/outdoor vinyl Precision die-cut decal with no background, not a cheap sticker No ink, will not fade or run. Waterproof, self-adhesive, and removable Can be applied to any smooth surface. Clear application tape is used for easy and accurate placement. All decals are shipped masked and ready for application. *Cup not included*']",B01M1AV39X,Four Stars,True,4.0,Split Initial Monogram Name Decal for 20oz 30oz 40oz Yeti RTIC Ozark Trail Bubba Tumbler Growler Swell Bottle,97975
Beautiful craftsmanship and product,"[""Aloha! This jewelry reflects my love for our beautiful islands of Hawaii and brings forth our Hawaii Aloha Spirit. Aloha Prices are available each month. If you can't find what you are looking for, try searching yinahawaii April Birthstone or yinahawaii red or yinahawaii turtle, etc.  Jewelry will be made to order directly from Hawaii. Items that are available for Prime will be fulfilled faster from the mainland warehouse.  I normally make the necklaces with a tarnish resistant silver chain at around 20 inches long with a lobster claw catch. If you prefer a different length, please contact me first, I’d be happy to customize it for you. The earrings will come with standard silver French hooks. Lever Backs, Shepherds' hooks, Stainless Steel, stud or even Clip-ons are also available upon request. Leather Cord designs are handmade with Antique Brown leather cord, which is adjustable ranging about 18-30 inches. Bangle bracelets are standard 70mm in diameters. All chain style bracelets are adjustable in size. This handmade in Hawaii jewelry gift is from cultured sea glass that is specially formed into its shape for jewelry making. Each comes with a gift box with Handmade by yinahawaii stamp, an Aloha card and a white ribbon wrapped as shown in the 2nd photo, ready to give as a gift. Please see the 3rd photo for its actual and relative size.There are matching necklaces, earrings and bracelets in my collections.""]",B01LZO89BJ,Beautiful work and craftsmanship,True,5.0,"Handmade sea glass jewelry from Hawaii, Wire wrapped blue sea glass necklace, (Hawaii Gift Wrapped, Customizable Gift Message)",97549
Its the size of a peice of paper,['8x10 UNFRAMED Prints'],B07R3QQBRM,It not a “poster” size,True,1.0,"Zodiac Signs Unframed Wall Art Print - Home Decor, Wall Decoration for Bedroom, Living Room, Bathroom - Unique Gift For Astrology, Astronomy, NASA, Space, Asa Smith Fans – UNFRAMED 8x10 Vintage Photo",49351
Loved the cup! My dad loved it and would order again!,"['HIGH-QUALITY PERMANENT VINYL - We use the highest quality outdoor vinyl to create the decal of your choice. Decal will last up to 3-5 years if tumbler is hand-washed.', 'HIGH-QUALITY PERMANENT VINYL - We use the highest quality outdoor vinyl to create the decal of your choice. Decal will last up to 3-5 years if tumbler is hand-washed.', 'PURE AND HEALTHY STAINLESS STEEL - Made of 100% food grade premium 18/8 304 stainless steel, so our tumblers are BPA free with zero toxins. Make the healthy choice and go with stainless steel.', 'PURE AND HEALTHY STAINLESS STEEL - Made of 100% food grade premium 18/8 304 stainless steel, so our tumblers are BPA free with zero toxins. Make the healthy choice and go with stainless steel.', ""SHATTERPROOF AND DURABLE - These 20 oz tumblers won't break, so they are safe to use by the pool, on a picnic, or anywhere else outdoors. Includes lid and straw to prevent spills."", ""SHATTERPROOF AND DURABLE - These 20 oz tumblers won't break, so they are safe to use by the pool, on a picnic, or anywhere else outdoors. Includes lid and straw to prevent spills."", ""KEEPS YOUR DRINK COLD - Double-walled, vacuum insulated design provides an airtight seal which keeps your drink at the ideal temperature. When filled with chilled drinks, you won't get condensation or sweating on the outer wall of your tumbler."", ""KEEPS YOUR DRINK COLD - Double-walled, vacuum insulated design provides an airtight seal which keeps your drink at the ideal temperature. When filled with chilled drinks, you won't get condensation or sweating on the outer wall of your tumbler."", 'HAND WASH ONLY! Instructions for Ordering:Click on “Select Options” on the right side of the screen Click on the drop down menu “Select Monogram or Font” and choose the monogram or font you want. See photos for options. Click on the drop down menu “Enter Text” and enter the name or initials that you would like on your cup. When selecting a monogram, please pay careful attention to whether it requires a name or initials. Click on the drop down menu “Cup Color” and select the color of the cup you want. See photos for options. Click on the drop down menu “Select Text Color” and choose the color of the text. See photos for options.', 'HAND WASH ONLY!', 'Instructions for Ordering:', 'Click on “Select Options” on the right side of the screen', 'Click on “Select Options” on the right side of the screen', 'Click on the drop down menu “Select Monogram or Font” and choose the monogram or font you want. See photos for options.', 'Click on the drop down menu “Select Monogram or Font” and choose the monogram or font you want. See photos for options.', 'Click on the drop down menu “Enter Text” and enter the name or initials that you would like on your cup. When selecting a monogram, please pay careful attention to whether it requires a name or initials.', 'Click on the drop down menu “Enter Text” and enter the name or initials that you would like on your cup. When selecting a monogram, please pay careful attention to whether it requires a name or initials.', 'Click on the drop down menu “Cup Color” and select the color of the cup you want. See photos for options.', 'Click on the drop down menu “Cup Color” and select the color of the cup you want. See photos for options.', 'Click on the drop down menu “Select Text Color” and choose the color of the text. See photos for options.', 'Click on the drop down menu “Select Text Color” and choose the color of the text. See photos for options.']",B07CXZ2GMW,"It’s exactly what you order when you type in the name and design, I’d order again.",True,5.0,"Personalized 20 oz Stainless Steel Skinny Tumbler with Custom Monogram Vinyl Decal by Avito - Includes Straw and Lid - Bridesmaid, Bachelorette, Bridal Party Gifts",36051
Love!,"['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",B018RK8ZVK,Five Stars,True,5.0,Holden the Hipster Sloth On a Penny Farthing Bicycle Dictionary Page Book Art Print,86979
My niece loved it. the only problem is she broke the chain already.,"[""Customized horse necklace gift with personalized (3/8'') initial disc and personalized (6mm) Swarovski birthstone. Perfect gift for any horse enthusiast! The necklace comes neatly packed inside of a white swirl gift box. ____________________________________________________   PRODUCT DETAILS:   * Horse Charm   * 3/8'' Personalized Stainless Steel Initial Letter   * Personalized Swarovski Birthstone   * Silver Chain ____________________________________________________   PRODUCTION TIME: ALL orders ship in 1 business day!""]",B01M7473IT,Five Stars,True,5.0,"Horse Necklace - Horseback Riding Rodeo Jewelry - Horse Lover Gift - Little Girls Gift - Personalized Birthstone, Initial, & Chain Length",16368
Arrived fast and unscaved,"['UNFRAMED PRINTS', '- I have to put this in for the people that don\'t read the words Unframed Print in the title. Of course if they didn\'t read the title or the words on the pictures they probably won\'t read this LOL. We tried. It\'s a print. It\'s not printed on wood, stone, slate, matboard, or any other kind of substrate. It\'s not thick sign, it\'s a print. It\'s not framed. That\'s why every picture says ""Frame not Include"". If you did read this far, Thank You', 'MAKES A GREAT GIFT', ""- My huge portfolio makes it easy to find the perfect gift for the people you care about. Friends love to get them for Birthdays, Christmas, Hanukkah, weddings, anniversaries, retirement, graduation, Father's Day, Mother's Day, Valentine's Day or house warming. Makes a great gift for your friends, husband, wife, son daughter mom, dad, co-workers, grandfather, grandmother, aunt uncle, cousin, spouse, or boss"", 'PERFECT FOR ANY ROOM', '- They look great in living rooms, dens, bedrooms, kitchens, entries, dining rooms, bathrooms, offices, man-caves, she sheds, home bars, game rooms, dorms or garages', 'READY TO FRAME', '- You get four 8""x 10"" prints. 8"" x 10"" frames are super easy to buy here on Amazon or at any department or craft store. Choose the frames that work with your decor and the print!', 'MADE TO LAST', '- This print is printed on semi-matte Fuji Crystal Archive paper to last a lifetime.', 'PROUDLY MADE IN THE USA', '- All of my designs are printed here in the good-old USA and packages at our studio in Tomball, TX by a hard-working group of employees that still care about producing quality products', 'LOVE IT OR SEND IT BACK', ""- It's pretty simple, love it or we'll gladly take it back. That's it!"", 'WANT TO SEE MORE?', '- Look for the link ""Personalized Signs by Lone Star Art"" right under the title to see all of my collection.']",B06XD6ZXYF,Five Stars,True,5.0,"Inspirational Sports Quotes - Home Office Inspirational and Motivational Decor, Sport Gym Wall Accessories and House Positive Quote Decoration, Set of 4 Photos (8x10) Unframed Art Print Posters",20741
Pleasant peach scent,['Our All Natural Soy Wax Melts are Hand Poured in our home state of Maine. Our melts are scented with the maximum fragrance load possible so they smell stronger and last longer for you! We strive to offer the best price and best customer service. Some melts based on the scent palette with have a stronger throw than others. These work well with all warmer types.'],B078SWVK9Y,Nice,True,4.0,Georgia Peach - Scented All Natural Soy Wax Melts - 6 Cube Clamshell 3.2oz Highly Scented!,31936
I have purchased multiple prints from this seller and they are amazing!,"['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",B015LZPNKK,Love it,True,5.0,"Ohio The Buckeye State Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",393
Great cup keeps ice for a long time,"['Each tumbler is personalized using laser engraving machines to permanently etch your choice of text into the surface of the tumbler. Our tumblers are vacuum insulated stainless steel, so they keep drinks hot or cold for hours. Includes a straw and lid.']",B07V5P6WHK,Great cup to personalize,True,5.0,"Personalized Laser Engraved 22 oz Stainless Steel Tumbler with Custom Mama/Papa Bear and Cubs - Includes Straw and Lid - Bear, Mama, Papa, Cubs, Parent Gift, Mother's Day Gift, Father's Day Gift",51727
This is tiny ( and I mean tiny). Quality is poor. Not worth more than a buck,"[""Eagles are a symbol of strength and heritage, so the bracelet captures the meaning and importance of birds in every culture. It is an excellent choice for Harley riders with its durable constructions and magnetic clasp. The Alaskan hematite completes the strength properties of this bracelet by absorbing negative energy and is said to have a calming effect. This bracelet is a great gift choice for almost any occasion. This bracelet combines the eagle's power with hematite to absorb negative energy. Choose from brown, black, or a combo (one of each).""]",B01I2E4ZDS,Save your money,False,1.0,Eagle Wing Feather Wire Wrapped Vintage Genuine Leather 3 Strand Unisex Bracelet Magnetic Clasp Hematite Riders Wristband by Ezina Designs (Black and Silver),12691
Pardon the pimple on my nose.....  Love the nose ring!!!  It was easy to put on,"[""This is my thinnest most delicate piece of body jewelry for your nose. This adjustable nose ring is made in Rose Gold filled metal material. Because it's thin you have to be gentle, it could bend."", 'Slightly adjustable nose hoop easy to take on and off with a simple twist moving up and down. ""Feeds"" through the nose and has a ""stopper"" flat piece that keeps it in place inside the nostril.', 'Made with 24g sturdy but delicate wire material. Hoop size 7mm to 9mm depending on your nose size.. this hoop could be the snug tiny hoop you are looking for.', 'These nose rings color will never come off, fade or chip. You can wear this all times of day and even in the shower without ever having to take it off!']",B079HYW2RM,Love the size,True,5.0,24G Rose Gold Nose Ring Hoop | Slightly Adjustable Delicate Micro Thin Piercing Jewelry | 24 Gauge 7 mm - 9 mm for Women,32749
Looks great in the frame.,"['Frame Not Included: Your High-Quality Photo Art Print Selections are Shipped Unframed, Carefully Packaged and Delivered Safely for Your Enjoyment. Give Any Wall in Any Room Some Character and Personality']",B07KX1XYJV,Very Nice,True,5.0,"Vintage Piano Fur Elise Music Sheet: Aesthetic Wall Art Prints for Bathroom, Home, Man Cave, Dorm, Office & Bar Wall Decor Poster - Creative Gift Idea for Music Lovers | Unframed Posters 8x10",43451
"Beautiful, many compliments.","['This design is printed on uncolored cotton fabric, and makes the perfect gift for 2nd anniversary. Different dimensions available, ranging from 8x10 to 16x20, with framed or unframed options.']",B01M68Q05Z,Beatiful,True,5.0,"2nd Anniversary Gift for Her or Him, First Dance Song",16021
I absolutely love this piece in my home! The lyrics are from one of my husband’s favorite songs! It was so nice to see his face as he read the lyrics! Mahalo (thank you) for this beautiful gift and for such timely delivery!,"['This design is printed on uncolored cotton fabric, and makes the perfect gift for 2nd anniversary. Different dimensions available, ranging from 8x10 to 16x20, with framed or unframed options.']",B01M68Q05Z,Beautiful gift! Timely delivery!,True,5.0,"2nd Anniversary Gift for Her or Him, First Dance Song",15940
I love the idea of the this mask. I was desperately looking for something breathable and I think this mask has potential if it was tweaked.  I am a woman with a pretty average face. This mask is too big from nose to chin. The extra fabric bunches under my chin and feels choking. It’s ok from ear to ear. Also I can see the top of the mask in my vision making it slightly annoying. Maybe a kid version would be better for me? I’m not a kid size in anything...,"[""Party Casa's bestselling cotton mask is now on Amazon! Our single layer cotton gauze is thinner than double and triple layered masks making it more lightweight, breathable and comfortable. Mask fit can be adjusted by pulling ear loops to tighten material for a closer fit and a simple knot will secure the loop, or ear loops can be left untied for a looser fit. Other mask colors shown are not included and sold as separate listings. We are a female owned small business and we thank you for your support! Join our family of satisfied customers breathing easier!""]",B08QV7PHXL,Good idea but needs tweaking,True,4.0,"Adult Face Mask, Breathable, Single Layer, Cotton, Lightweight, Adjustable, and Reversible (Black)",62979
"Packaged nicely in a sturdy box with a protective layer of cardboard and wrapped in bubble wrap. It's exactly what I wanted! It came before anniversary, I'm super excited!","['This design is printed on uncolored cotton fabric, and makes the perfect gift for 2nd anniversary. Different dimensions available, ranging from 8x10 to 16x20, with framed or unframed options.']",B01M68Q05Z,Perfect and heartfelt,True,5.0,"2nd Anniversary Gift for Her or Him, First Dance Song",16026
It’s too tiny you can’t really read e name.,"[""Artist hand made  .925 Sterling Silver tiny silver band (1.3mm) is handstamped with 'teeny and tiny' letters. *Individual ring - for multiple ring please add one item, go back and add 2nd *  **important, please double check on size and spelling of the names""]",B074R7BSN2,Read carefully before u buy,True,3.0,Teeny Tiny Stacking Sterling Silver Ring By Hannah Design Personalized Ring,25426
Wife loved this for our first anniversary. Having our songs lyrics and all of the little details makes for a great centerpiece on our bedroom wall.,"['This item is foil printing on Acid-Free, Heavyweight Paper and makes the perfect gift for 1st anniversary or any occasion.']",B07KR6GF9J,Great value. My wife loves is.,True,5.0,"1st Anniversary Gift for Her or Him, First Dance Song",43255
"This is such a great idea for a 'cotton' 2nd anniversary gift. It was very simple to place the order and I was very pleased to get it before the anticipated delivery date. At first, the texture felt like burlap but after I looked at it closer, I found it to be just perfect and I'm very pleased with the material and the layout of my daughter's wedding song. The lettering was printed very clearly!","['This design is printed on uncolored cotton fabric, and makes the perfect gift for 2nd anniversary. Different dimensions available, ranging from 8x10 to 16x20, with framed or unframed options.']",B01M68Q05Z,Very Impressed With Quality,True,5.0,"2nd Anniversary Gift for Her or Him, First Dance Song",16006
Very pretty art for my bedroom. Great picture quality and the cutest idea.,"['FINEST QUALITY INKS AND PAPER:', 'Decor features purple, black, blue, yellow and white using the finest inks available. Printed on 80# coated paper with a matte finish. The actual paper size has dimensions of 8"" x 10"".', 'UNIQUE CELESTIAL OUTER SPACE POSTERS:', 'This beautiful art piece illustrates a spaceman on a glowing lunar boat paddling through a wave of clouds with the whole celestial galaxy above.', 'SUITABLE FOR MANY ENVIRONMENTS:', ""This picture is perfect for a college dorm, bathroom, bedroom, office, kitchen or living room. Once framed it's ready to hang."", 'IDEAL GIFT FOR LOVERS OF CREATIVE ART:', 'Anyone who appreciates unusual, trippy pieces will love this picture packaged in a protective sleeve ensuring it arrives to your home in perfect condition.', 'TRUSTED BRAND PRINTED IN THE USA:', ""Fuzzy Ink follows higher standards and guidelines since we print in America. If you aren't completely satisfied with your print please contact us and we will make it right."", ""We also love seeing our prints displayed in the wild so if you have any photos that you'd like to share with us please let us know!""]",B074HWL3TK,Beautiful art,True,5.0,Outer Space Wall Art - Astronomy Artwork of Astronaut Rowing in Crescent Moon With A Universe of Stars 8 x 10 Inch Unframed Planet Decor,24901
Pretty to frame.,['8x10 UNFRAMED Prints'],B092F19GP4,Pretty,True,5.0,"Audrey Hepburn Wall Art - Blue Audrey Hepburn Poster - Holly Golightly - Glam Wall Art - Vintage Movie Poster - Gift for Women, Her, Wife, Woman - Pop Art Wall Decor -Unframed",64754
