,description,verified_purchase,product_title_parent_asin,rating,review_title,text,id,manual_labels
4038,description: ['8x10 UNFRAMED Prints'],verified_purchase: True,"product_title: Butterfly Watercolor Style Wall Art Decor Picture for Nursery, Baby, Kids, Women, Girls, Room, Bedroom - Modern Home or Apartment Decoration or Great Gift - 8x10 Contemporary Photo Poster Printparent_asin: B07YLJB44L",rating: 4.0,review_title: NOT AS SHOWN on Amazon. NOT FRAMED!!,"text: The photo on Amazon shows it framed, so that’s what I expected. BUT, it was NOT what I received. I received an infrared photo that came in a cardboard envelope, which got bent on its way to me, resulting in a CREASE in the photo. Sure hoping I can hide the crease behind matting.  DISSATISFIED!!! Once again, Amazon, it was NOT as shown in the photo. This keeps happening again and again and again!! ENOUGH!!!!!",id: 53945,NEGATIVE
5694,"description: ['Are you looking for REAL RUSTY Numbers and Letters made from corrugated tin roofing?  Our letters make rustic wall decor elements for any room. Use our rusty galvanized metal letters in your:  log cabin living room bedroom bathroom kids room laundry room or even more!  Each galvanized piece is unique. Each piece may contain rust, nail holes, weathering and other imperfections giving each piece it\'s own unique character. How To Order Multiple Letters For ordering multiple letters, please change the quantity to the total number you want. Enter one of the letters in the required letter field. Then in the Notes section of the customization, please tell us the letters you want. For example if you want ""HOME"" enter the quantity of 4, the letter H for your letter choice, then in the notes put ""Please send HOME "" you will not get 4 H\'s but the requested HOME. If you don\'t specify in the notes with the order you WILL get 4 H\'s.  If you realize you have made a mistake please cancel and reorder with the correct notes. Optional Wall Hanger Please specify if you want the hanger added to your letter. Hangers will only hold up to 30"" tall letters. Larger letters are too heavy for such attachment. Please attach Giant letters with screws or nails.  My customer\'s satisfaction is of utmost importance to me, please contact us first before leaving feedback.Base price is for 8"" tall letters. Please use a ruler or tape measure to visualize the height before ordering. Several sizes are pictured The main picture is 16"" M and 12"" T and W.']","product_title: Rusty Tin Letters Rustic Metal Wall Decor 8"" - 36"" Galvanized Farmhouse Wedding Decorationsparent_asin: B018RXP4M0",verified_purchase: True,rating: 5.0,"review_title: Super fast delivery, excellent service.","text: Loved these letters, more so than I expected!",id: 87275,POSITIVE
13135,description: ['View an instant font preview / proof of your name here namesigns.font.page/Lav Our customized wooden name signs are created by top quality 1/2 inch baltic birch plywood or 1/2 Inch MDF. All signs are custom cut and sanded and ready for paint as soon as received. Please contact us if you would like to see a preview of your sign. All Signs come unpainted. All Dots and punctuation will be attached. Signs over 46 inches will be done in 2 pieces to allow for handling.'],"product_title: Personalized Custom Wood Name Sign, Nursery Name Sign, Family Name Signs, Choice of Size & Fonts!parent_asin: B09TJNL15Z",verified_purchase: True,rating: 5.0,review_title: Good quality,"text: I am very pleased with this! It’s thick and durable. I bought this for my baby’s nursery and it’s perfect for it. I used two names for the price of one since they fit the max characters to type in. I received the order within three days, faster than I expected to take.",id: 71854,POSITIVE
1521,"description: [""Eagles are a symbol of strength and heritage, so the bracelet captures the meaning and importance of birds in every culture. It is an excellent choice for Harley riders with its durable constructions and magnetic clasp. The Alaskan hematite completes the strength properties of this bracelet by absorbing negative energy and is said to have a calming effect. This bracelet is a great gift choice for almost any occasion. This bracelet combines the eagle's power with hematite to absorb negative energy. Choose from brown, black, or a combo (one of each).""]",product_title: Eagle Wing Feather Wire Wrapped Vintage Genuine Leather 3 Strand Unisex Bracelet Magnetic Clasp Hematite Riders Wristband by Ezina Designs (Black and Silver)parent_asin: B01I2E4ZDS,verified_purchase: True,rating: 3.0,review_title: I love the bracelet,"text: I love the bracelet, but like others have stated, it doesn't stay hooked, so it keeps falling off.  I wore it twice, and it's lost.  Glad I didn't pay a lot of money for it.",id: 12806,NEUTRAL
9001,"description: ['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']","product_title: Steampunk Cat Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frameparent_asin: B015X3F4AE",verified_purchase: True,rating: 3.0,review_title: Needs a frame,"text: I liked the picture, but was disappointed that it was not framed & had to buy one separately, since it was a gift.",id: 1223,NEUTRAL
12070,"description: ['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",product_title: I Love You Valentine Hedgehog With Heart Print Over an Upcycled Vintage Dictionary Page Book Artparent_asin: B018RKNH0Y,verified_purchase: True,rating: 2.0,review_title: Two Stars,text: It's important to note that this print does not come in a frame. You get the print only.,id: 87041,NEGATIVE
10926,"description: ['These delightful little Doves are the ONLY AUTHENTIC REPLICAS OF THOSE IN THE HOME ALONE 2 MOVIE and come with a CERTIFICATE OF AUTHENTICITY and GIFT NOTE in an attractive JEWELRY STYLE GIFT BOX. Each bears the name of the artist and the copyright notice. They are approximately three inches in wingspan and two inches from beak tip to tail, the EXACT SIZE of those in the movie. A SILVERED CORD is INCLUDED but not attached. They are molded from ‘PELLUCIDA,’ our proprietary compound of resins that looks like porcelain, but unlike porcelain is very strong. They look so delicate and are as light as a feather, but they can withstand being dropped on the floor and other types of abuse. To appreciate the exquisite sculpting of these little birds, hold them up to a light. PLEASE NOTE: FOR RETURNS, SHIPPING TO YOU MAY NOT BE NOT INCLUDED']",product_title: HOME ALONE 2 DOVES PAIR AUTHENTIC REPLICAS USA made direct from John Perry who created them for the movieparent_asin: B077ZFRZCK,verified_purchase: True,rating: 5.0,review_title: Beautiful,text: These are beautiful — very delicate but a great gift. They come in a nice box with the story of the doves on them. This was the perfect gift.,id: 31056,POSITIVE
13758,"description: ['You\'re looking at a personalized wood sign! The sign is made using a two tone stain finish on 3/4"" Solid Pine that\'s finished with a sealer. Each sign includes a sawtooth hanger on the back for quick and easy hanging. Notice the 3D lettering and images that pop right out of the sign. This unique and beautifully crafted sign is truly one of a kind. Such a wonderful gift for an anniversary or a newly married couple. Every sign is handmade out of premium quality pine. We do not consider knots a flaw or defect in the sign. Knots and wood grain will vary from piece to piece, but adds to the beauty and originality of the sign. It simply shows the natural characteristics within the wood. We finish our signs with an indoor/outdoor sealer but do not recommend placing outdoors in the direct elements. The harsh wind, snow, rain, and sun can take its toll on the sign over time. Provide partial protection from these elements if placed outside. Please message us if you have any questions. Thank you!']",product_title: Personalized Family Name Sign Personalized Wedding Gifts Wall Art Rustic Home Decor Custom Carved Wooden Signs Couples 5 Year Anniversary Giftparent_asin: B01MSSMYZO,verified_purchase: True,rating: 5.0,"review_title: Awsome quality, great service, highly recommended","text: Great craftmanship and sturdiness, awsome quality, highly recommended!",id: 17152,POSITIVE
7694,"description: ['Name Puzzles with Mixed Case Raised Letters are', 'highly recommended by early childhood and kindergarten teachers', '.They are colorful, fun, educational and make fantastic gifts. They teach children how they will be taught in school to print their name .', 'All letters, upper and lower case, pass the CPSC choke tube test. ""Holes"" (like in an ""O"") are not cut out. They are just not painted.', 'We use a durable, child safe paint and three clear coats of finish on all puzzles. We do not use a mineral oil based finish. Puzzles sizes are are 4.25"" wide and 12"" - 24"" long and 1/2"" thick mdf. Letters are 1/4"" thick and are NOT intended for teething.', 'Replacement letters are available in our Amazon Store']",product_title: Personalized Name Puzzle by J and P Wood Productsparent_asin: B01FKQKGY8,verified_purchase: True,rating: 5.0,review_title: Kool names colors,text: Kids love them,id: 10789,POSITIVE
14401,description: ['| 100% Leather | 0% Compromise Handcrafted to last |'],product_title: Trip Machine Company Leather Motorcycle Grips Wrap Blackparent_asin: B0BTYGY9W6,verified_purchase: True,rating: 5.0,review_title: Great Product,"text: Feels great, looks great. Had some trouble getting them to stick to my bike and the seller ended up sending me new ones at no charge. Now they work like a charm!",id: 79392,POSITIVE
10170,description: ['Premium quality alcohol-free uncut perfume body oil roll on glass bottle. Pure perfume oil that is long lasting and smells great all day. This perfume impression is our version of the fragrance and is not the original brand.'],product_title: LOVE DON'T BE SHY (For Women) Type Hypoallergenic Pure Perfume Body Oil Roll On 1/3oz (10ml) CPS Fragrance Co.parent_asin: B091KH6B4X,verified_purchase: True,rating: 5.0,review_title: JUST BUY IT,"text: Omg this is amazing 🤎 I get so many compliments on it and the scent lasts for quite a while<br />The bottle also lasts for a very long time.<br />Will definitely purchase again, a great dupe",id: 64560,POSITIVE
6850,"description: ['Hand-crafted ring of .925 sterling silver made to twist around the finger, personalized with the name or date.  { to order } simply choose your size and enter your inscription for Top and Bottom.  **important, please double check on size and spelling of the names']",verified_purchase: True,product_title: By Hannah Design Twist Stacking Solid Sterling Silver Personalized Ring *shipping daily!*parent_asin: B093XQLHXS,rating: 5.0,review_title: So cute!!!!,text: So obsessed with this ring! It’s super dainty and is great for my thumb. I love it so much!,id: 65267,POSITIVE
4757,description: ['8x10 UNFRAMED Prints'],verified_purchase: True,product_title: Skiing Watercolor Wall Art Print - 8x10 Unframed Photo - Great Gift for Skiers and Snowboarders- Chic Home Decorparent_asin: B07LBBMJHP,rating: 5.0,review_title: Perfect addition to bedroom wall,text: It was the perfect addition to my granddaughters newly redecorated bedroom.<br />Made for a unique Christmas gift.<br />She loved it!,id: 43984,POSITIVE
12087,"description: ['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",product_title: Lloyd the Black Bear With a Boombox Dictionary Page Art Printparent_asin: B018SCI2NI,verified_purchase: True,rating: 5.0,review_title: Came just as pictured.,text: Very cute. Looks great in a matted frame.,id: 87327,POSITIVE
14451,description: ['| 100% Leather | 0% Compromise Handcrafted to last |'],product_title: Trip Machine Company Leather Motorcycle Grips Wrap Blackparent_asin: B0BTYGY9W6,verified_purchase: True,rating: 5.0,review_title: Nice wraps,text: Love these wraps. Definitely worth trying out & they look great,id: 79390,POSITIVE
362,"description: [""Artist hand made  .925 Sterling Silver tiny silver band (1.3mm) is handstamped with 'teeny and tiny' letters. *Individual ring - for multiple ring please add one item, go back and add 2nd *  **important, please double check on size and spelling of the names""]",product_title: Teeny Tiny Stacking Sterling Silver Ring By Hannah Design Personalized Ringparent_asin: B074R7BSN2,verified_purchase: True,rating: 1.0,"review_title: Great gift idea, but lacking in quality",text: One of the letters is wearing off.  This was a Christmas gift. We will be returning it.,id: 25312,NEGATIVE
7640,"description: ['Name Puzzles with Mixed Case Raised Letters are', 'highly recommended by early childhood and kindergarten teachers', '.They are colorful, fun, educational and make fantastic gifts. They teach children how they will be taught in school to print their name .', 'All letters, upper and lower case, pass the CPSC choke tube test. ""Holes"" (like in an ""O"") are not cut out. They are just not painted.', 'We use a durable, child safe paint and three clear coats of finish on all puzzles. We do not use a mineral oil based finish. Puzzles sizes are are 4.25"" wide and 12"" - 24"" long and 1/2"" thick mdf. Letters are 1/4"" thick and are NOT intended for teething.', 'Replacement letters are available in our Amazon Store']",product_title: Personalized Name Puzzle by J and P Wood Productsparent_asin: B01FKQKGY8,verified_purchase: True,rating: 5.0,review_title: Five Stars,text: Gift for my granddaughter - love it!,id: 10782,POSITIVE
5197,"description: ['A personalized sterling silver stacking ring 2.4 mm wide and a sturdy 1.35 mm thick to last a lifetime. Handmade from solid sterling silver wire. Lettering available is upper case only A-Z, &, a heart symbol and simple punctuation. Every ring tells a story.']",verified_purchase: False,"product_title: Personalized Sterling Silver Ring, Stacking Rings - 2.4 mm wideparent_asin: B01591IOQG",rating: 5.0,review_title: Perfect!,"text: Smaller then I thought it would be height wise, but perfect fit, color, and engraving!",id: 125,POSITIVE
12462,"description: ['This listing is for one Personalized Name Vinyl Decal/Sticker 1.5""-2.5"" x 4""-8"" size will vary depending on name/letters used, up to 16 characters maximum including spaces. Text only, no images, no all CAPS in this font. Decal comes with the Honey Script Font as shown in ""Your Text"" picture. Choose from 15 colors. This is a DIE-CUT decal meaning that the background has been trimmed off. White is the background color in the picture. The background color will be the surface color you place the sticker on (or clear if you put it on a window). Endura Vinyl - 3+ year outdoor, 5+ year indoor. These Vinyl Decals will stick onto any hard smooth surface, like (Macbook, Windshield, iPad cases) and many more. Vinyl Decal comes with transfer paper so adhering to desired surface is a breeze.']",product_title: Personalized Name Vinyl Decal Sticker in Honey Script Font Choose your Colorparent_asin: B016EGINY8,verified_purchase: True,rating: 5.0,review_title: Great product,text: Great product. Went on with no problem.,id: 2929,POSITIVE
13377,description: ['Vintage Rock Wall Collage Kit'],"product_title: Rock Band Posters, Retro Music Concert Album Photo Wall Aesthetic Pictures, Vintage Room Decor, Band Posters, Vintage Rock Wall Collage Kitparent_asin: B0BHDJ1B1Q",verified_purchase: True,rating: 5.0,review_title: beautiful photos,text: used for my dorm and it came together nicely although i didn’t use two of them (didn’t listen to the bands) 10/10,id: 77120,POSITIVE
3382,description: ['4 - 8x10 UNFRAMED Prints'],"product_title: Motivational Quotes Set - 8x10 Basketball Posters - Gift for Sports Fans, Men, Boys, Teens - Inspirational Wall Decor, Art Decorations for Office, Bedroom, Living Room - 8x10 UNFRAMED Printsparent_asin: B089G8RJPZ",verified_purchase: True,rating: 5.0,review_title: Very appropriate!,text: I thought that they were very appropriate.  They were a gift to a teenage who has sports aspirations.<br />He has not responded to the inquiry.,id: 59756,POSITIVE
5128,"description: ['A fun novelty gift for caffeine addicts, our Coffee Bean Earrings are fun, lightweight and easy to wear. Coffee-drinkers will love these caffeine-powered earrings that let you wear your coffee all day long. Keep people buzzing about these unusual, creative, artistic earrings. Pair with a coffee mug or add these earrings to a coffee gift basket or coffee lovers gift set. Ear wires are hypoallergenic surgical steel.']",verified_purchase: True,product_title: Handmade Coffee Earrings with Real Coffee Beans | Made With Love by Mothers & Women Artisansparent_asin: B0186REUAO,rating: 5.0,review_title: I really like them a lot,text: These are exactly as it looks. They’re not thin and cheap.  I really like them a lot. Got them as a gift for a barista!! She loves them.,id: 5350,POSITIVE
11758,"description: ['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",product_title: Diving Helmet Old School Illustration Beautifully Upcycled Dictionary Page Book Art Printparent_asin: B01G4WHECO,verified_purchase: True,rating: 2.0,review_title: I'm not happy with this purchase,"text: Although this purchase is intriguing, it does not come framed, which is disappointing. Therefore the visual aspect is misleading. I'm not happy with this purchase.",id: 11402,NEGATIVE
1371,"description: [""Digibuddha Christmas ornaments are beautiful, high quality gifts that become treasured keepsakes for years to come. Our ornaments make one-of-a-kind gifts to commemorate lifetime firsts and momentous occasions. Celebrate important events with a keepsake ornament this season such as an engagement ornament, first Christmas as newlyweds ornament, baby's first Christmas ornament, first home ornament, first year as a grandmom ornament, or even annual couples ornaments to add to your ornament collection year after year!"", 'ABOUT DIGIBUDDHA ORNAMENTS: Our ornaments are made using fine white porcelain (ceramic) with a flawless glossy glaze finish. Each original handmade ornament is permanently fused so the art becomes part of the ornament, NOT decals or stickers. Ready for gifting with the FREE included gift box!', 'LISTING INCLUDES:  3"" fine white porcelain ornament with flawless glaze finish  Beautiful original design as shown in sample  FREE hanging ribbon included (color shown in sample)  FREE white gift box with custom gift tag, Ready for gift giving!']","product_title: First Christmas Mr & Mrs Ornament Bride & Groom Wedding Porcelain Keepsake Present Newlywed Couple 1st Holiday Married Gift Idea 3"" Flat Ceramic Collectible w White Ribbon & Free Gift Box OR00018parent_asin: B01N77AB2F",verified_purchase: True,rating: 5.0,review_title: So cute and a perfect wedding gift!,text: So cute! Great price! Came very quickly! Love it! My best friend just called and told me how much she and her husband love this ornament. So happy I bought this gift!!,id: 18888,POSITIVE
9531,"description: ['Personalize your son or daughters space with this custom name decal. LUCYLEWS is committed to 100% customer satisfaction. If you are not satisfied with your purchase, return your unused decal in its original packaging for a refund. If your decal is defective due to production issues, we are happy to accept a photo of the defective decal and you send a replacement or refund your purchase']",product_title: LucyLews Home Boy/Girl Personalized Nameparent_asin: B01BFMLVI6,verified_purchase: True,rating: 5.0,review_title: Cute!,text: So far so good! Came exactly as I ordered!,id: 89533,POSITIVE
1424,"description: [""Digibuddha Christmas ornaments are beautiful, high quality gifts that become treasured keepsakes for years to come. Our ornaments make one-of-a-kind gifts to commemorate lifetime firsts and momentous occasions. Celebrate important events with a keepsake ornament this season such as an engagement ornament, first Christmas as newlyweds ornament, baby's first Christmas ornament, first home ornament, first year as a grandmom ornament, or even annual couples ornaments to add to your ornament collection year after year!"", 'ABOUT DIGIBUDDHA ORNAMENTS: Our ornaments are made using fine white porcelain (ceramic) with a flawless glossy glaze finish. Each original handmade ornament is permanently fused so the art becomes part of the ornament, NOT decals or stickers. Ready for gifting with the FREE included gift box!', 'LISTING INCLUDES:  3"" fine white porcelain ornament with flawless glaze finish  Beautiful original design as shown in sample  FREE hanging ribbon included (color shown in sample)  FREE white gift box with custom gift tag, Ready for gift giving!']","product_title: Our First Christmas as Mr & Mrs Ornament Adorable Newlywed Love Birds Ceramic Keepsake Wedding Gift 1st Holiday Married Couple Present 3"" Flat Porcelain with White Ribbon & Free Gift Box OR00047parent_asin: B01MRNX57E",verified_purchase: True,rating: 5.0,review_title: Great gift for newlyweds!,text: It will be an adorable keepsake for my daughter and son-in-law.  The birds are adorable.,id: 99570,POSITIVE
236,"description: [""Aloha! This jewelry reflects my love for our beautiful islands of Hawaii and brings forth our Hawaii Aloha Spirit. Aloha Prices are available each month. If you can't find what you are looking for, try searching yinahawaii April Birthstone or yinahawaii red or yinahawaii turtle, etc.  Jewelry will be made to order directly from Hawaii. Items that are available for Prime will be fulfilled faster from the mainland warehouse.  I normally make the necklaces with a tarnish resistant silver chain at around 20 inches long with a lobster claw catch. If you prefer a different length, please contact me first, I’d be happy to customize it for you. The earrings will come with standard silver French hooks. Lever Backs, Shepherds' hooks, Stainless Steel, stud or even Clip-ons are also available upon request. Leather Cord designs are handmade with Antique Brown leather cord, which is adjustable ranging about 18-30 inches. Bangle bracelets are standard 70mm in diameters. All chain style bracelets are adjustable in size. This handmade in Hawaii jewelry gift is from cultured sea glass that is specially formed into its shape for jewelry making. Each comes with a gift box with Handmade by yinahawaii stamp, an Aloha card and a white ribbon wrapped as shown in the 2nd photo, ready to give as a gift. Please see the 3rd photo for its actual and relative size.There are matching necklaces, earrings and bracelets in my collections.""]","product_title: YInahawaii Handmade Seafoam wire wrapped sea glass necklace, Hibiscus charm, Natural pearl, (Hawaii Gift Wrapped, Customizable Gift Message)parent_asin: B07CR4G9RJ",verified_purchase: True,rating: 4.0,review_title: Almost prefect,text: I loved the necklace.  It was exactly as pictured except there was very little to no color in the stone.  I would have liked more color in the stone.,id: 35703,NEUTRAL
5947,"description: ['Designed for covering led lightbar on your PS4 controller. Decals will not damage the controller in any way. PS4 lightbar decals helps lower the LED brightness and will not affect gameplay! 5-7 year high quality indoor/outdoor vinyl Precision die-cut decal with no background, not a cheap sticker. No ink, will not fade or run. Waterproof, self-adhesive, and removable Can be applied to any smooth surface. Clear application tape is used for easy and accurate placement. All decals are shipped masked and ready for application. *Controller not included*']",verified_purchase: True,product_title: 2x Custom Decal for a Ps4 PlayStation Controller Lightbar Your Name 4 Text LED Personalized LIGHT BAR Font gamertag gamer tagparent_asin: B0721LRYWZ,rating: 4.0,review_title: Love ‘em!!,text: Bought these for my boys as a gift and they think they’re amazing.,id: 23100,POSITIVE
3620,description: ['6 - 8x10 UNFRAMED Prints'],"product_title: Banksy Wall Art Set - Inspirational Quotes Room Decor - Motivational Graffiti Street Art for Teens Bedroom, Living Room, Dorm - Set of 6-8x10 each Poster Picture Prints Home Decorationparent_asin: B08HDKFX5N",verified_purchase: False,rating: 1.0,review_title: NOT banksy,"text: some images have been borrowed, but the messages aren’t banksy. might as well call them warhols. caveat emptor",id: 61131,NEGATIVE
1043,"description: [""Customized horse necklace gift with personalized (3/8'') initial disc and personalized (6mm) Swarovski birthstone. Perfect gift for any horse enthusiast! The necklace comes neatly packed inside of a white swirl gift box. ____________________________________________________   PRODUCT DETAILS:   * Horse Charm   * 3/8'' Personalized Stainless Steel Initial Letter   * Personalized Swarovski Birthstone   * Silver Chain ____________________________________________________   PRODUCTION TIME: ALL orders ship in 1 business day!""]","product_title: Horse Necklace - Horseback Riding Rodeo Jewelry - Horse Lover Gift - Little Girls Gift - Personalized Birthstone, Initial, & Chain Lengthparent_asin: B01M7473IT",verified_purchase: True,rating: 5.0,review_title: 7yo Granddaughter loves it!,text: Cute and has held up well,id: 16356,POSITIVE
11829,"description: ['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']","product_title: Pitbull Art Print""Rosie the Lover"" White Pit Bull With Flower Illustration Beautifully Upcycled Dictionary Page Book Art Printparent_asin: B075XLL2X9",verified_purchase: True,rating: 5.0,review_title: Love!,text: I recommend buying!,id: 27112,POSITIVE
3742,description: ['6 - 8x10 UNFRAMED Prints'],verified_purchase: True,"product_title: Medical Dictionary Art Set - 8x10 Vintage Anatomical Posters - Floral Wall Decor for Doctors Office, Clinic, Med Student Dorm - Shabby Chic Gift for Nurses, Physicians Assistant, PA - Unframed Photosparent_asin: B082G64DRQ",rating: 5.0,review_title: Beautiful,"text: Vintage, picturesque, decaying, medical, beautiful artwork.",id: 56006,POSITIVE
11775,"description: ['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",product_title: Jimmy Slothton Is In the Pocket Bass Playing Sloth Dictionary Page Book Art Printparent_asin: B01CTHAYHU,verified_purchase: True,rating: 5.0,review_title: Five Stars,text: Thank you :),id: 8834,POSITIVE
11169,"description: ['This Listing is for ONE BRACKET ONLY. (WOOD SHELF NOT INCLUDED). Each number quantity represents how many brackets you would like. For Example: ""Quantity: 1 = One Bracket. Quantity: 2 = Two Brackets And so on..."" Metal Size: 1.5"" Wide x 3/16"" Thick & 1"" or .75"" Lip on the front. Custom make it to any board you need. Weight Limit: Varies in size you pick, but all brackets are tested with 50lbs each. Color: Raw Rusty Metal. Surface Texture: flat textured. Stain/Coat: Clear Gloss coated. Weather Proof: Yes, Indoor or outside. ***Wall-mounting wood Stud Screws NOT included, Drywall anchors not included, because every wall is different... You need to use appropriate anchors, if stud is not available.***']","product_title: Custom Hook Shelf Bracket Ordering, J Bracket, Metal Shelf Bracket, Industrial Shelf Bracket, Modern Shelf Bracket.parent_asin: B07K2BBDPY",verified_purchase: True,rating: 5.0,review_title: Heavy duty,text: Specs exactly as listed,id: 42173,POSITIVE
7675,"description: ['Name Puzzles with Mixed Case Raised Letters are', 'highly recommended by early childhood and kindergarten teachers', '.They are colorful, fun, educational and make fantastic gifts. They teach children how they will be taught in school to print their name .', 'All letters, upper and lower case, pass the CPSC choke tube test. ""Holes"" (like in an ""O"") are not cut out. They are just not painted.', 'We use a durable, child safe paint and three clear coats of finish on all puzzles. We do not use a mineral oil based finish. Puzzles sizes are are 4.25"" wide and 12"" - 24"" long and 1/2"" thick mdf. Letters are 1/4"" thick and are NOT intended for teething.', 'Replacement letters are available in our Amazon Store']",product_title: Personalized Name Puzzle by J and P Wood Productsparent_asin: B01FKQKGY8,verified_purchase: True,rating: 5.0,review_title: Great name,text: I love this name puzzle. Well made and looks nice out on a table as decor even. Love it!,id: 10834,POSITIVE
724,"description: [""Artist hand made  .925 Sterling Silver tiny silver band (1.3mm) is handstamped with 'teeny and tiny' letters. *Individual ring - for multiple ring please add one item, go back and add 2nd *  **important, please double check on size and spelling of the names""]",product_title: Teeny Tiny Stacking Sterling Silver Ring By Hannah Design Personalized Ringparent_asin: B074R7BSN2,verified_purchase: True,rating: 5.0,review_title: Second purchase!,text: I purchased my first ring 3 years ago and my second last week. They’re still exactly the same and exactly what I expected. These are so light and dainty that I don’t think I’ve taken it off for as long as I’ve had it.,id: 25223,POSITIVE
